Img;Dia;Hora;Pir;Sar;Tar;Tex;Taq;Urt
2018-09-09 11_36_25.png;09_09_2018;11_36_25;276.476;0.092;16.631;25.336;19.304;64.404
2018-09-09 11_36_41.png;09_09_2018;11_36_41;273.97;0.167;16.615;25.41;19.385;63.4
2018-09-09 11_36_56.png;09_09_2018;11_36_56;272.3;1.272;16.38;25.511;19.387;62.418
2018-09-09 11_37_12.png;09_09_2018;11_37_12;270.317;0.839;16.027;25.541;19.424;61.431
2018-09-09 11_37_28.png;09_09_2018;11_37_28;268.886;0.13;16.224;25.542;19.375;61.111
2018-09-09 11_37_44.png;09_09_2018;11_37_44;268.117;0.115;16.259;25.619;19.397;60.884
2018-09-09 11_37_59.png;09_09_2018;11_37_59;268.42;0.068;16.74;25.851;19.392;61.871
2018-09-09 11_38_15.png;09_09_2018;11_38_15;268.932;0.066;16.947;25.983;19.371;61.943
2018-09-09 11_38_31.png;09_09_2018;11_38_31;269.759;0.145;16.673;26.072;19.41;61.185
2018-09-09 11_38_47.png;09_09_2018;11_38_47;270.863;0.172;15.997;26.035;19.409;59.73
2018-09-09 11_39_02.png;09_09_2018;11_39_02;271.614;0.29;16.369;26.198;19.443;60.425
2018-09-09 11_39_18.png;09_09_2018;11_39_18;272.44;1.45;15.706;26.117;19.415;59.233
2018-09-09 11_39_34.png;09_09_2018;11_39_34;273.17;0.118;16.21;26.3;19.472;59.747
2018-09-09 11_39_49.png;09_09_2018;11_39_49;273.114;0.182;15.984;26.368;19.505;60.004
2018-09-09 11_40_05.png;09_09_2018;11_40_05;273.3;0.18;15.856;26.384;19.498;59.817
2018-09-09 11_40_21.png;09_09_2018;11_40_21;273.219;0.132;15.979;26.399;19.503;60.195
2018-09-09 11_40_37.png;09_09_2018;11_40_37;272.189;0.094;16.318;26.464;19.523;60.415
2018-09-09 11_40_52.png;09_09_2018;11_40_52;270.6;0.067;16.424;26.496;19.535;60.786
2018-09-09 11_41_08.png;09_09_2018;11_41_08;267.579;0.119;16.36;26.563;19.484;61.057
2018-09-09 11_41_24.png;09_09_2018;11_41_24;263.863;0.104;16.559;26.716;19.54;61.01
2018-09-09 11_41_40.png;09_09_2018;11_41_40;259.009;0.093;16.14;26.612;19.532;59.55
2018-09-09 11_41_55.png;09_09_2018;11_41_55;254.479;0.104;16.161;26.707;19.501;59.598
2018-09-09 11_42_11.png;09_09_2018;11_42_11;248.105;1.253;16.243;26.721;19.484;59.559
2018-09-09 11_42_27.png;09_09_2018;11_42_27;242.372;0.191;15.992;26.594;19.46;59.179
2018-09-09 11_42_43.png;09_09_2018;11_42_43;236.259;0.209;15.821;26.624;19.48;59.074
2018-09-09 11_42_58.png;09_09_2018;11_42_58;231.434;0.206;16.055;26.646;19.438;59.985
2018-09-09 11_43_14.png;09_09_2018;11_43_14;226.126;0.131;15.88;26.674;19.466;60.614
2018-09-09 11_43_30.png;09_09_2018;11_43_30;222.209;0.15;15.929;26.63;19.443;61.177
2018-09-09 11_43_46.png;09_09_2018;11_43_46;219.688;0.239;15.743;26.57;19.447;60.349
2018-09-09 11_44_01.png;09_09_2018;11_44_01;217.775;0.171;15.385;26.553;19.514;60.728
2018-09-09 11_44_17.png;09_09_2018;11_44_17;216.533;2.628;15.247;26.331;19.484;60.695
2018-09-09 11_44_33.png;09_09_2018;11_44_33;215.97;0.203;15.12;26.314;19.462;61.307
2018-09-09 11_44_49.png;09_09_2018;11_44_49;215.399;0.117;15.558;26.366;19.453;62.794
2018-09-09 11_45_04.png;09_09_2018;11_45_04;216.104;0.143;15.592;26.313;19.487;62.764
2018-09-09 11_45_20.png;09_09_2018;11_45_20;216.639;0.265;15.539;26.184;19.508;63.012
2018-09-09 11_45_36.png;09_09_2018;11_45_36;217.465;0.178;15.605;26.144;19.576;62.833
2018-09-09 11_45_51.png;09_09_2018;11_45_51;217.725;0.197;15.686;26.072;19.548;63.333
2018-09-09 11_46_07.png;09_09_2018;11_46_07;218.132;0.184;15.222;25.925;19.494;62.687
2018-09-09 11_46_23.png;09_09_2018;11_46_23;218.009;0.194;15.327;25.908;19.572;62.945
2018-09-09 11_46_39.png;09_09_2018;11_46_39;217.631;0.193;15.568;25.867;19.492;63.108
2018-09-09 11_46_54.png;09_09_2018;11_46_54;216.842;0.105;15.825;25.882;19.581;63.342
2018-09-09 11_47_10.png;09_09_2018;11_47_10;215.437;0.244;15.792;25.936;19.566;63.755
2018-09-09 11_47_26.png;09_09_2018;11_47_26;213.822;0.167;15.62;25.932;19.651;63.264
2018-09-09 11_47_42.png;09_09_2018;11_47_42;212.609;0.147;15.343;25.874;19.644;62.781
2018-09-09 11_47_57.png;09_09_2018;11_47_57;212.424;0.185;15.343;25.88;19.627;62.982
2018-09-09 11_48_13.png;09_09_2018;11_48_13;212.604;0.085;15.744;25.836;19.642;63.614
2018-09-09 11_48_29.png;09_09_2018;11_48_29;212.158;1.517;15.278;25.748;19.67;63.29
2018-09-09 11_48_45.png;09_09_2018;11_48_45;211.434;0.13;15.47;25.805;19.632;63.902
2018-09-09 11_49_00.png;09_09_2018;11_49_00;210.264;0.199;15.711;25.781;19.684;64.44
2018-09-09 11_49_16.png;09_09_2018;11_49_16;207.724;0.16;15.807;25.833;19.616;64.228
2018-09-09 11_49_32.png;09_09_2018;11_49_32;205.479;0.155;15.7;25.761;19.579;63.909
2018-09-09 11_49_48.png;09_09_2018;11_49_48;203.139;0.199;15.885;25.775;19.566;64.259
2018-09-09 11_50_03.png;09_09_2018;11_50_03;201.17;0.165;15.888;25.821;19.595;64.255
2018-09-09 11_50_19.png;09_09_2018;11_50_19;199.827;0.154;15.746;25.808;19.619;63.844
2018-09-09 11_50_35.png;09_09_2018;11_50_35;198.703;0.254;16.005;25.834;19.572;64.581
2018-09-09 11_50_51.png;09_09_2018;11_50_51;198.259;0.184;15.974;25.825;19.571;64.552
2018-09-09 11_51_06.png;09_09_2018;11_51_06;198.959;0.138;15.993;25.889;19.573;64.113
2018-09-09 11_51_22.png;09_09_2018;11_51_22;200.455;0.231;15.855;25.863;19.627;64.183
2018-09-09 11_51_38.png;09_09_2018;11_51_38;202.093;0.156;15.761;25.848;19.586;63.696
2018-09-09 11_51_54.png;09_09_2018;11_51_54;204.374;0.149;15.541;25.831;19.675;63.213
2018-09-09 11_52_09.png;09_09_2018;11_52_09;207.007;0.091;15.91;25.822;19.653;63.431
2018-09-09 11_52_25.png;09_09_2018;11_52_25;209.878;0.218;15.829;25.804;19.611;63.787
2018-09-09 11_52_41.png;09_09_2018;11_52_41;212.591;0.196;15.817;25.844;19.654;63.967
2018-09-09 11_52_57.png;09_09_2018;11_52_57;216.03;0.172;15.889;25.822;19.745;63.875
2018-09-09 11_53_13.png;09_09_2018;11_53_13;219.512;0.17;15.958;25.837;19.745;63.705
2018-09-09 11_53_28.png;09_09_2018;11_53_28;222.177;0.179;15.913;25.88;19.813;64.052
2018-09-09 11_53_44.png;09_09_2018;11_53_44;224.106;0.148;16.143;25.773;19.751;63.741
2018-09-09 11_54_00.png;09_09_2018;11_54_00;225.802;0.216;15.686;25.788;19.758;63.082
2018-09-09 11_54_15.png;09_09_2018;11_54_15;226.144;0.154;15.471;25.769;19.778;62.31
2018-09-09 11_54_31.png;09_09_2018;11_54_31;226.007;0.255;15.596;25.784;19.79;62.594
2018-09-09 11_54_47.png;09_09_2018;11_54_47;225.593;0.189;15.705;25.773;19.746;62.979
2018-09-09 11_55_03.png;09_09_2018;11_55_03;224.77;0.19;15.591;25.693;19.775;62.686
2018-09-09 11_55_18.png;09_09_2018;11_55_18;224.412;0.095;15.763;25.683;19.736;62.851
2018-09-09 11_55_34.png;09_09_2018;11_55_34;223.704;0.226;15.887;25.822;19.755;62.832
2018-09-09 11_55_50.png;09_09_2018;11_55_50;222.863;0.109;16.031;25.873;19.747;63.15
2018-09-09 11_56_06.png;09_09_2018;11_56_06;221.892;0.145;15.724;25.852;19.726;62.192
2018-09-09 11_56_21.png;09_09_2018;11_56_21;221.008;0.191;15.624;25.745;19.764;62.43
2018-09-09 11_56_37.png;09_09_2018;11_56_37;220.146;0.135;15.802;25.866;19.85;62.444
2018-09-09 11_56_53.png;09_09_2018;11_56_53;219.311;0.201;15.976;25.895;19.842;62.582
2018-09-09 11_57_08.png;09_09_2018;11_57_08;217.906;0.12;15.812;25.89;19.85;61.971
2018-09-09 11_57_24.png;09_09_2018;11_57_24;217.065;0.094;15.89;25.934;19.85;61.954
2018-09-09 11_57_40.png;09_09_2018;11_57_40;216.933;0.11;16.208;26.031;19.85;62.361
2018-09-09 11_57_56.png;09_09_2018;11_57_56;217.34;0.158;16.08;26.006;19.82;62.057
2018-09-09 11_58_11.png;09_09_2018;11_58_11;218.896;0.132;16.302;26.105;19.796;62.363
2018-09-09 11_58_27.png;09_09_2018;11_58_27;221.535;0.242;16.183;26.115;19.787;62.76
2018-09-09 11_58_43.png;09_09_2018;11_58_43;225.208;0.272;16.113;26.015;19.831;62.674
2018-09-09 11_58_59.png;09_09_2018;11_58_59;229.403;0.216;15.947;26.146;19.883;62.06
2018-09-09 11_59_15.png;09_09_2018;11_59_15;233.514;0.147;15.999;26.046;19.889;62.047
2018-09-09 11_59_30.png;09_09_2018;11_59_30;237.441;0.155;16.138;26.077;19.903;62.362
2018-09-09 11_59_46.png;09_09_2018;11_59_46;241.384;0.133;15.952;26.027;19.965;62.235
2018-09-09 12_00_02.png;09_09_2018;12_00_02;244.486;0.178;15.591;25.983;19.922;61.552
2018-09-09 12_00_18.png;09_09_2018;12_00_18;247.297;0.131;15.53;25.998;19.921;61.83
2018-09-09 12_00_33.png;09_09_2018;12_00_33;249.156;0.267;15.774;26.056;19.945;62.101
2018-09-09 12_00_49.png;09_09_2018;12_00_49;250.754;0.136;16.084;26.052;19.952;62.521
2018-09-09 12_01_05.png;09_09_2018;12_01_05;252.633;0.12;16.263;26.066;19.891;62.611
2018-09-09 12_01_21.png;09_09_2018;12_01_21;253.99;0.129;15.978;26.037;19.945;61.87
2018-09-09 12_01_36.png;09_09_2018;12_01_36;255.296;0.123;16.374;26.177;19.944;62.823
2018-09-09 12_01_52.png;09_09_2018;12_01_52;255.669;0.162;16.463;26.237;19.951;62.686
2018-09-09 12_02_08.png;09_09_2018;12_02_08;255.588;0.128;16.055;26.167;19.949;61.543
2018-09-09 12_02_24.png;09_09_2018;12_02_24;253.67;0.198;16.26;26.289;19.939;62.406
2018-09-09 12_02_39.png;09_09_2018;12_02_39;251.145;0.33;15.706;26.3;19.927;61.059
2018-09-09 12_02_55.png;09_09_2018;12_02_55;247.474;0.225;15.768;26.309;19.949;61.428
2018-09-09 12_03_11.png;09_09_2018;12_03_11;242.606;0.769;15.813;26.201;19.93;61.124
2018-09-09 12_03_26.png;09_09_2018;12_03_26;237.466;0.23;15.597;26.006;19.923;61.024
2018-09-09 12_03_42.png;09_09_2018;12_03_42;231.508;0.091;15.902;26.118;19.854;61.112
2018-09-09 12_03_58.png;09_09_2018;12_03_58;225.326;0.166;16.183;26.279;19.923;62.51
2018-09-09 12_04_14.png;09_09_2018;12_04_14;219.974;0.109;16.13;26.334;19.835;61.445
2018-09-09 12_04_29.png;09_09_2018;12_04_29;215.767;0.102;16.315;26.287;19.902;61.309
2018-09-09 12_04_45.png;09_09_2018;12_04_45;212.76;0.132;16.354;26.329;19.868;61.284
2018-09-09 12_05_01.png;09_09_2018;12_05_01;211.053;0.084;16.191;26.294;19.873;61.575
2018-09-09 12_05_17.png;09_09_2018;12_05_17;209.904;0.058;16.318;26.265;19.789;61.733
2018-09-09 12_05_32.png;09_09_2018;12_05_32;209.561;0.145;16.304;26.262;19.801;61.726
2018-09-09 12_05_48.png;09_09_2018;12_05_48;209.741;0.158;16.224;26.395;19.84;62.369
2018-09-09 12_06_04.png;09_09_2018;12_06_04;210.216;0.103;16.125;26.349;19.843;62.136
2018-09-09 12_06_20.png;09_09_2018;12_06_20;211.632;0.088;16.197;26.288;19.851;61.735
2018-09-09 12_06_35.png;09_09_2018;12_06_35;213.016;0.105;16.265;26.35;19.874;61.702
2018-09-09 12_06_51.png;09_09_2018;12_06_51;215.621;0.097;16.15;26.293;19.856;61.552
2018-09-09 12_07_07.png;09_09_2018;12_07_07;217.336;0.171;16.062;26.341;19.895;61.907
2018-09-09 12_07_23.png;09_09_2018;12_07_23;219.121;0.294;15.988;26.316;19.971;62.412
2018-09-09 12_07_38.png;09_09_2018;12_07_38;220.867;0.13;15.949;26.319;19.952;61.54
2018-09-09 12_07_54.png;09_09_2018;12_07_54;222.395;0.147;16.209;26.329;19.945;61.648
2018-09-09 12_08_10.png;09_09_2018;12_08_10;223.275;0.117;16.574;26.273;19.903;61.972
2018-09-09 12_08_26.png;09_09_2018;12_08_26;224.247;0.179;15.94;26.223;19.978;60.629
2018-09-09 12_08_41.png;09_09_2018;12_08_41;224.827;0.165;16.293;26.312;19.932;61.286
2018-09-09 12_08_57.png;09_09_2018;12_08_57;224.916;0.177;15.894;26.345;19.955;61.457
2018-09-09 12_09_13.png;09_09_2018;12_09_13;224.148;0.073;15.952;26.383;19.945;60.088
2018-09-09 12_09_29.png;09_09_2018;12_09_29;222.735;0.105;16.061;26.354;19.946;60.183
2018-09-09 12_09_44.png;09_09_2018;12_09_44;220.651;0.36;15.573;26.114;19.957;59.891
2018-09-09 12_10_00.png;09_09_2018;12_10_00;218.641;0.186;15.957;26.194;19.943;60.009
2018-09-09 12_10_16.png;09_09_2018;12_10_16;216.49;0.215;15.539;26.126;19.964;59.813
2018-09-09 12_10_32.png;09_09_2018;12_10_32;214.801;0.242;15.769;26.176;19.954;60.128
2018-09-09 12_10_48.png;09_09_2018;12_10_48;213.468;0.295;16.067;26.116;19.947;61.101
2018-09-09 12_11_03.png;09_09_2018;12_11_03;212.472;0.137;16.064;26.136;19.936;60.323
2018-09-09 12_11_19.png;09_09_2018;12_11_19;212.011;0.457;15.891;26.013;20.018;60.235
2018-09-09 12_11_35.png;09_09_2018;12_11_35;211.596;0.241;15.812;25.944;19.933;59.855
2018-09-09 12_11_50.png;09_09_2018;12_11_50;212.295;0.201;15.996;26.016;19.982;60.436
2018-09-09 12_12_06.png;09_09_2018;12_12_06;213.434;0.166;16.131;26.149;19.997;61.348
2018-09-09 12_12_22.png;09_09_2018;12_12_22;215.383;0.156;15.977;26.117;19.935;60.139
2018-09-09 12_12_38.png;09_09_2018;12_12_38;217.218;0.272;15.821;26.179;20.015;60.338
2018-09-09 12_12_54.png;09_09_2018;12_12_54;219.306;0.199;15.971;26.17;20.033;60.502
2018-09-09 12_13_09.png;09_09_2018;12_13_09;221.593;0.106;16.418;26.109;19.941;61.191
2018-09-09 12_13_25.png;09_09_2018;12_13_25;223.726;0.246;16.298;26.121;19.946;60.764
2018-09-09 12_13_41.png;09_09_2018;12_13_41;225.626;0.456;16.314;26.102;19.916;60.618
2018-09-09 12_13_57.png;09_09_2018;12_13_57;227.068;0.284;16.315;26.093;19.973;60.702
2018-09-09 12_14_12.png;09_09_2018;12_14_12;228.605;0.199;16.475;26.174;20.021;61.085
2018-09-09 12_14_28.png;09_09_2018;12_14_28;229.801;0.166;16.562;26.204;20.066;60.79
2018-09-09 12_14_44.png;09_09_2018;12_14_44;230.476;0.315;16.107;26.007;20.054;60.093
2018-09-09 12_15_00.png;09_09_2018;12_15_00;230.87;1.62;15.857;25.977;20.045;59.581
2018-09-09 12_15_15.png;09_09_2018;12_15_15;230.605;0.37;15.798;26.012;20.053;59.83
2018-09-09 12_15_31.png;09_09_2018;12_15_31;230.226;0.223;15.757;26.038;20.038;60.217
2018-09-09 12_15_47.png;09_09_2018;12_15_47;230.086;0.135;15.842;26.1;20.121;59.85
2018-09-09 12_16_03.png;09_09_2018;12_16_03;230.124;0.232;15.796;25.975;20.136;59.992
2018-09-09 12_16_18.png;09_09_2018;12_16_18;229.938;0.199;16.058;26.05;20.113;60.415
2018-09-09 12_16_34.png;09_09_2018;12_16_34;230.729;0.211;16.288;26.027;20.107;61.275
2018-09-09 12_16_50.png;09_09_2018;12_16_50;231.347;0.109;16.697;26.18;20.14;61.393
2018-09-09 12_17_05.png;09_09_2018;12_17_05;232.723;0.191;16.05;26.142;20.126;59.655
2018-09-09 12_17_21.png;09_09_2018;12_17_21;235.023;0.23;16.058;26.035;20.2;59.894
2018-09-09 12_17_37.png;09_09_2018;12_17_37;238.024;0.177;15.936;26.019;20.123;59.585
2018-09-09 12_17_53.png;09_09_2018;12_17_53;241.656;0.252;16.046;26.101;20.177;60.076
2018-09-09 12_18_08.png;09_09_2018;12_18_08;245.898;1.94;16.041;26.081;20.205;60.247
2018-09-09 12_18_24.png;09_09_2018;12_18_24;250.504;0.195;15.911;25.947;20.204;59.825
2018-09-09 12_18_40.png;09_09_2018;12_18_40;255.961;0.285;15.969;25.962;20.25;59.881
2018-09-09 12_18_55.png;09_09_2018;12_18_55;261.033;0.845;16.208;25.978;20.226;60.057
2018-09-09 12_19_11.png;09_09_2018;12_19_11;267.354;1.461;16.031;25.993;20.272;59.629
2018-09-09 12_19_27.png;09_09_2018;12_19_27;273.639;1.97;15.814;25.954;20.264;59.307
2018-09-09 12_19_43.png;09_09_2018;12_19_43;278.959;0.177;16.518;26.161;20.241;60.308
2018-09-09 12_19_58.png;09_09_2018;12_19_58;283.707;0.13;16.373;26.223;20.204;59.141
2018-09-09 12_20_14.png;09_09_2018;12_20_14;287.863;0.098;16.697;26.31;20.201;59.527
2018-09-09 12_20_30.png;09_09_2018;12_20_30;290.915;0.13;16.306;26.482;20.287;58.988
2018-09-09 12_20_45.png;09_09_2018;12_20_45;292.771;0.125;16.542;26.638;20.228;58.648
2018-09-09 12_21_01.png;09_09_2018;12_21_01;293.654;0.124;16.436;26.72;20.298;58.096
2018-09-09 12_21_17.png;09_09_2018;12_21_17;293.351;0.127;16.367;26.674;20.309;57.907
2018-09-09 12_21_32.png;09_09_2018;12_21_32;292.965;0.085;16.674;26.791;20.309;57.604
2018-09-09 12_21_48.png;09_09_2018;12_21_48;291.993;0.087;16.696;26.944;20.296;57.675
2018-09-09 12_22_04.png;09_09_2018;12_22_04;290.747;0.218;16.641;27.081;20.336;56.562
2018-09-09 12_22_20.png;09_09_2018;12_22_20;289.866;0.132;16.25;27.051;20.302;56.192
2018-09-09 12_22_35.png;09_09_2018;12_22_35;288.88;0.163;16.427;27.033;20.302;57.164
2018-09-09 12_22_51.png;09_09_2018;12_22_51;288.267;0.215;16.183;27.05;20.335;56.694
2018-09-09 12_23_07.png;09_09_2018;12_23_07;288.049;1.857;15.782;26.891;20.338;56.049
2018-09-09 12_23_22.png;09_09_2018;12_23_22;288.451;0.224;16.242;27.146;20.302;55.316
2018-09-09 12_23_38.png;09_09_2018;12_23_38;289.751;0.402;15.98;27.111;20.29;55.032
2018-09-09 12_23_54.png;09_09_2018;12_23_54;291.164;0.049;16.559;27.332;20.302;56.08
2018-09-09 12_24_10.png;09_09_2018;12_24_10;293.34;0.05;16.9;27.391;20.272;56.321
2018-09-09 12_24_25.png;09_09_2018;12_24_25;296.484;0.13;16.645;27.496;20.35;55.231
2018-09-09 12_24_41.png;09_09_2018;12_24_41;300.333;0.176;16.634;27.604;20.331;55.816
2018-09-09 12_24_57.png;09_09_2018;12_24_57;305.026;0.134;16.626;27.691;20.323;55.606
2018-09-09 12_25_13.png;09_09_2018;12_25_13;310.524;0.162;16.95;27.771;20.398;55.817
2018-09-09 12_25_28.png;09_09_2018;12_25_28;315.856;0.191;16.803;27.793;20.428;54.986
2018-09-09 12_25_44.png;09_09_2018;12_25_44;322.092;0.051;16.6;27.9;20.485;53.791
2018-09-09 12_26_00.png;09_09_2018;12_26_00;327.827;0.077;16.774;27.969;20.458;53.991
2018-09-09 12_26_15.png;09_09_2018;12_26_15;332.479;0.041;16.835;28.034;20.523;53.77
2018-09-09 12_26_31.png;09_09_2018;12_26_31;336.31;0.12;17.061;28.191;20.454;53.917
2018-09-09 12_26_47.png;09_09_2018;12_26_47;340.341;0.124;16.808;28.25;20.512;53.207
2018-09-09 12_27_02.png;09_09_2018;12_27_02;343.364;0.045;16.978;28.374;20.533;52.244
2018-09-09 12_27_18.png;09_09_2018;12_27_18;346.07;0.182;16.642;28.452;20.535;51.913
2018-09-09 12_27_34.png;09_09_2018;12_27_34;348.592;0.077;17.087;28.479;20.492;52.619
2018-09-09 12_27_49.png;09_09_2018;12_27_49;350.595;0.067;17.232;28.57;20.473;52.595
2018-09-09 12_28_05.png;09_09_2018;12_28_05;351.784;0.237;17.006;28.734;20.536;52.204
2018-09-09 12_28_21.png;09_09_2018;12_28_21;352.46;0.095;17.342;28.875;20.497;52.351
2018-09-09 12_28_36.png;09_09_2018;12_28_36;352.231;0.188;17.165;28.881;20.54;51.59
2018-09-09 12_28_52.png;09_09_2018;12_28_52;351.671;0.088;17.033;28.941;20.55;51.227
2018-09-09 12_29_08.png;09_09_2018;12_29_08;350.623;0.166;17.459;29.112;20.595;52.039
2018-09-09 12_29_23.png;09_09_2018;12_29_23;349.458;0.117;17.719;29.193;20.573;51.816
2018-09-09 12_29_39.png;09_09_2018;12_29_39;348.24;0.091;17.726;29.249;20.554;50.838
2018-09-09 12_29_55.png;09_09_2018;12_29_55;346.662;0.202;18.083;29.449;20.646;50.361
2018-09-09 12_30_10.png;09_09_2018;12_30_10;345.869;0.12;18.055;29.522;20.715;50.55
2018-09-09 12_30_26.png;09_09_2018;12_30_26;345.125;0.105;18.055;29.617;20.65;49.674
2018-09-09 12_30_42.png;09_09_2018;12_30_42;344.103;0.293;17.622;29.566;20.666;49.342
2018-09-09 12_30_57.png;09_09_2018;12_30_57;343.475;0.124;16.902;29.568;20.696;48.098
2018-09-09 12_31_13.png;09_09_2018;12_31_13;342.294;0.171;17.316;29.576;20.718;48.117
2018-09-09 12_31_29.png;09_09_2018;12_31_29;340.707;0.097;17.439;29.662;20.636;48.456
2018-09-09 12_31_44.png;09_09_2018;12_31_44;338.938;0.134;17.624;29.753;20.704;49.215
2018-09-09 12_32_00.png;09_09_2018;12_32_00;337.111;0.114;17.694;29.851;20.688;48.665
2018-09-09 12_32_16.png;09_09_2018;12_32_16;334.695;0.148;17.318;29.883;20.7;48.93
2018-09-09 12_32_31.png;09_09_2018;12_32_31;332.25;0.276;17.018;29.741;20.685;47.884
2018-09-09 12_32_47.png;09_09_2018;12_32_47;329.101;0.07;17.417;29.841;20.673;48.757
2018-09-09 12_33_03.png;09_09_2018;12_33_03;325.338;0.148;17.593;29.831;20.637;48.309
2018-09-09 12_33_18.png;09_09_2018;12_33_18;321.789;0.087;17.445;29.943;20.699;48.643
2018-09-09 12_33_34.png;09_09_2018;12_33_34;318.79;0.112;17.776;30.001;20.667;48.931
2018-09-09 12_33_50.png;09_09_2018;12_33_50;315.372;0.148;17.493;30.059;20.71;48.024
2018-09-09 12_34_05.png;09_09_2018;12_34_05;313.046;0.098;17.591;30.068;20.754;48.861
2018-09-09 12_34_21.png;09_09_2018;12_34_21;310.059;0.141;17.506;30.21;20.797;48.634
2018-09-09 12_34_37.png;09_09_2018;12_34_37;308.357;0.106;17.852;30.238;20.734;48.051
2018-09-09 12_34_53.png;09_09_2018;12_34_53;306.541;0.082;18.176;30.358;20.739;48.526
2018-09-09 12_35_08.png;09_09_2018;12_35_08;305.814;0.098;18.419;30.4;20.75;48.749
2018-09-09 12_35_24.png;09_09_2018;12_35_24;305.567;0.08;18.061;30.459;20.761;47.394
2018-09-09 12_35_40.png;09_09_2018;12_35_40;305.783;0.074;18.418;30.511;20.776;46.649
2018-09-09 12_35_56.png;09_09_2018;12_35_56;306.858;0.102;18.029;30.526;20.761;47.501
2018-09-09 12_36_11.png;09_09_2018;12_36_11;308.884;0.251;17.633;30.328;20.783;46.86
2018-09-09 12_36_27.png;09_09_2018;12_36_27;311.46;0.141;17.63;30.521;20.85;46.624
2018-09-09 12_36_43.png;09_09_2018;12_36_43;313.635;0.152;16.992;30.404;20.86;46.435
2018-09-09 12_36_58.png;09_09_2018;12_36_58;315.839;0.189;17.153;30.347;20.881;46.417
2018-09-09 12_37_14.png;09_09_2018;12_37_14;317.935;1.087;16.661;30.131;20.853;46.451
2018-09-09 12_37_30.png;09_09_2018;12_37_30;319.857;0.355;16.541;30.028;20.831;46.514
2018-09-09 12_37_45.png;09_09_2018;12_37_45;320.778;0.145;16.96;30.021;20.82;47.086
2018-09-09 12_38_01.png;09_09_2018;12_38_01;320.878;0.149;16.935;30.284;20.879;47.256
2018-09-09 12_38_17.png;09_09_2018;12_38_17;319.224;0.17;17.285;30.31;20.851;47.641
2018-09-09 12_38_33.png;09_09_2018;12_38_33;315.818;0.109;17.286;30.304;20.893;47.734
2018-09-09 12_38_48.png;09_09_2018;12_38_48;311.555;0.115;17.515;30.343;20.859;48.397
2018-09-09 12_39_04.png;09_09_2018;12_39_04;307.205;0.137;17.807;30.448;20.884;49.112
2018-09-09 12_39_20.png;09_09_2018;12_39_20;303.257;0.094;17.837;30.284;20.831;48.292
2018-09-09 12_39_35.png;09_09_2018;12_39_35;299.83;0.058;17.885;30.335;20.875;48.424
2018-09-09 12_39_51.png;09_09_2018;12_39_51;296.56;0.066;17.747;30.332;20.889;48.238
2018-09-09 12_40_07.png;09_09_2018;12_40_07;293.341;0.107;17.618;30.456;20.94;48.476
2018-09-09 12_40_22.png;09_09_2018;12_40_22;291.337;0.125;17.234;30.464;20.93;48.859
2018-09-09 12_40_38.png;09_09_2018;12_40_38;290.104;0.099;17.468;30.467;20.885;49.744
2018-09-09 12_40_54.png;09_09_2018;12_40_54;288.958;0.1;17.35;30.33;20.843;49.163
2018-09-09 12_41_10.png;09_09_2018;12_41_10;287.987;0.222;17.243;30.279;20.888;48.495
2018-09-09 12_41_25.png;09_09_2018;12_41_25;287.771;0.124;17.713;30.391;20.86;49.734
2018-09-09 12_41_41.png;09_09_2018;12_41_41;287.637;0.117;17.705;30.453;20.877;50.192
2018-09-09 12_41_57.png;09_09_2018;12_41_57;288.032;0.091;17.321;30.404;20.824;48.565
2018-09-09 12_42_13.png;09_09_2018;12_42_13;288.922;0.093;17.609;30.454;20.841;48.345
2018-09-09 12_42_28.png;09_09_2018;12_42_28;290.449;0.213;17.697;30.411;20.842;48.398
2018-09-09 12_42_44.png;09_09_2018;12_42_44;291.563;0.074;17.747;30.4;20.801;48.487
2018-09-09 12_43_00.png;09_09_2018;12_43_00;293.152;0.123;17.941;30.47;20.845;47.937
2018-09-09 12_43_16.png;09_09_2018;12_43_16;294.682;0.176;18.008;30.544;20.849;48.866
2018-09-09 12_43_31.png;09_09_2018;12_43_31;296.003;0.088;18.261;30.611;20.85;49.491
2018-09-09 12_43_47.png;09_09_2018;12_43_47;296.85;0.149;18.007;30.643;20.857;48.869
2018-09-09 12_44_03.png;09_09_2018;12_44_03;296.666;1.483;17.179;30.263;20.879;48.079
2018-09-09 12_44_18.png;09_09_2018;12_44_18;296.034;1.747;16.77;30.379;20.932;47.593
