2018-09-09 07_51_10.png;09_09_2018;07_51_10;38.312;0.094;12.605;18.219;15.808;93.111
2018-09-09 07_51_26.png;09_09_2018;07_51_26;38.828;0.085;12.585;18.23;15.811;93.111
2018-09-09 07_51_42.png;09_09_2018;07_51_42;39.1;0.081;12.603;18.219;15.805;93.186
2018-09-09 07_51_58.png;09_09_2018;07_51_58;39.851;0.117;12.597;18.215;15.792;93.292
2018-09-09 07_52_13.png;09_09_2018;07_52_13;40.13;0.35;12.65;18.205;15.798;93.113
2018-09-09 07_52_29.png;09_09_2018;07_52_29;40.833;0.103;12.654;18.219;15.795;92.547
2018-09-09 07_52_45.png;09_09_2018;07_52_45;41.188;0.065;12.653;18.21;15.809;92.765
2018-09-09 07_53_01.png;09_09_2018;07_53_01;41.816;0.13;12.555;18.223;15.781;92.716
2018-09-09 07_53_16.png;09_09_2018;07_53_16;42.139;0.104;12.578;18.261;15.801;92.221
2018-09-09 07_53_32.png;09_09_2018;07_53_32;42.645;0.082;12.596;18.285;15.833;92.269
2018-09-09 07_53_48.png;09_09_2018;07_53_48;43.206;0.137;12.643;18.257;15.814;92.355
2018-09-09 07_54_04.png;09_09_2018;07_54_04;43.905;0.117;12.626;18.265;15.823;92.383
2018-09-09 07_54_19.png;09_09_2018;07_54_19;44.348;0.1;12.661;18.271;15.815;92.628
2018-09-09 07_54_35.png;09_09_2018;07_54_35;44.297;0.1;12.626;18.274;15.813;92.567
2018-09-09 07_54_51.png;09_09_2018;07_54_51;44.249;0.099;12.768;18.294;15.793;92.46
2018-09-09 07_55_07.png;09_09_2018;07_55_07;44.125;0.135;12.617;18.294;15.792;92.041
2018-09-09 07_55_22.png;09_09_2018;07_55_22;43.686;0.116;12.636;18.294;15.827;91.806
2018-09-09 07_55_38.png;09_09_2018;07_55_38;43.28;0.128;12.723;18.309;15.888;91.667
2018-09-09 07_55_54.png;09_09_2018;07_55_54;42.52;0.072;12.789;18.27;15.881;91.748
2018-09-09 07_56_10.png;09_09_2018;07_56_10;42.098;0.069;12.732;18.316;15.878;91.736
2018-09-09 07_56_26.png;09_09_2018;07_56_26;41.363;0.061;12.838;18.316;15.876;91.823
2018-09-09 07_56_41.png;09_09_2018;07_56_41;41.585;0.091;12.865;18.32;15.856;91.914
2018-09-09 07_56_57.png;09_09_2018;07_56_57;40.929;0.03;12.927;18.335;15.84;91.824
2018-09-09 07_57_13.png;09_09_2018;07_57_13;40.644;0.049;12.887;18.334;15.852;91.763
2018-09-09 07_57_29.png;09_09_2018;07_57_29;40.765;0.039;12.974;18.325;15.835;91.8
2018-09-09 07_57_44.png;09_09_2018;07_57_44;40.889;0.035;12.982;18.36;15.813;91.651
2018-09-09 07_58_00.png;09_09_2018;07_58_00;41.182;0.07;13.028;18.368;15.835;91.533
2018-09-09 07_58_16.png;09_09_2018;07_58_16;41.222;0.073;13.028;18.416;15.819;91.641
2018-09-09 07_58_32.png;09_09_2018;07_58_32;41.419;0.108;12.898;18.439;15.81;90.649
2018-09-09 07_58_47.png;09_09_2018;07_58_47;42.039;0.087;12.897;18.413;15.798;90.373
2018-09-09 07_59_03.png;09_09_2018;07_59_03;42.697;0.094;12.811;18.384;15.801;90.277
2018-09-09 07_59_19.png;09_09_2018;07_59_19;43.083;0.118;12.921;18.439;15.801;90.595
2018-09-09 07_59_34.png;09_09_2018;07_59_34;43.723;0.191;12.848;18.412;15.789;89.97
2018-09-09 07_59_50.png;09_09_2018;07_59_50;44.684;0.105;12.887;18.471;15.811;90.059
2018-09-09 08_00_06.png;09_09_2018;08_00_06;45.763;0.11;12.896;18.467;15.822;90.344
2018-09-09 08_00_22.png;09_09_2018;08_00_22;46.325;0.312;12.899;18.438;15.84;90.277
2018-09-09 08_00_38.png;09_09_2018;08_00_38;46.973;0.109;12.8;18.447;15.859;89.604
2018-09-09 08_00_53.png;09_09_2018;08_00_53;47.733;0.331;12.803;18.442;15.882;89.584
2018-09-09 08_01_09.png;09_09_2018;08_01_09;48.09;0.111;12.828;18.416;15.874;89.718
2018-09-09 08_01_25.png;09_09_2018;08_01_25;48.658;0.415;12.776;18.417;15.919;89.775
2018-09-09 08_01_41.png;09_09_2018;08_01_41;49.137;0.218;12.744;18.405;15.897;89.621
2018-09-09 08_01_56.png;09_09_2018;08_01_56;49.929;0.139;12.708;18.441;15.901;89.114
2018-09-09 08_02_12.png;09_09_2018;08_02_12;49.896;0.144;12.777;18.446;15.911;89.496
2018-09-09 08_02_28.png;09_09_2018;08_02_28;50.252;0.133;12.793;18.496;15.872;89.535
2018-09-09 08_02_44.png;09_09_2018;08_02_44;50.471;0.122;12.785;18.49;15.882;89.259
2018-09-09 08_02_59.png;09_09_2018;08_02_59;50.906;0.294;12.694;18.626;15.877;88.946
2018-09-09 08_03_15.png;09_09_2018;08_03_15;51.097;0.187;12.558;18.555;15.831;88.69
2018-09-09 08_03_31.png;09_09_2018;08_03_31;51.131;0.103;12.607;18.52;15.87;88.714
2018-09-09 08_03_47.png;09_09_2018;08_03_47;51.018;0.146;12.656;18.511;15.894;89.221
2018-09-09 08_04_02.png;09_09_2018;08_04_02;51.585;0.103;12.788;18.516;15.834;89.37
2018-09-09 08_04_18.png;09_09_2018;08_04_18;51.528;0.241;12.731;18.441;15.863;89.378
2018-09-09 08_04_34.png;09_09_2018;08_04_34;51.59;0.146;12.644;18.479;15.876;88.761
2018-09-09 08_04_50.png;09_09_2018;08_04_50;52.225;0.077;12.78;18.52;15.873;89.108
2018-09-09 08_05_05.png;09_09_2018;08_05_05;52.332;0.134;12.779;18.518;15.879;89.321
2018-09-09 08_05_21.png;09_09_2018;08_05_21;52.04;0.098;12.787;18.553;15.868;89.254
2018-09-09 08_05_37.png;09_09_2018;08_05_37;51.849;0.085;12.83;18.556;15.852;88.981
2018-09-09 08_05_52.png;09_09_2018;08_05_52;51.638;0.103;12.925;18.582;15.833;89.036
2018-09-09 08_06_08.png;09_09_2018;08_06_08;51.455;0.244;12.864;18.503;15.864;89.028
2018-09-09 08_06_24.png;09_09_2018;08_06_24;51.526;0.174;12.785;18.566;15.858;88.47
2018-09-09 08_06_40.png;09_09_2018;08_06_40;51.546;0.212;12.789;18.611;15.89;88.546
2018-09-09 08_06_55.png;09_09_2018;08_06_55;51.913;0.581;12.62;18.585;15.839;88.21
2018-09-09 08_07_11.png;09_09_2018;08_07_11;52.282;0.164;12.613;18.573;15.878;88.249
2018-09-09 08_07_27.png;09_09_2018;08_07_27;52.954;0.139;12.658;18.577;15.896;88.284
2018-09-09 08_07_43.png;09_09_2018;08_07_43;53.687;0.141;12.624;18.595;15.885;88.611
2018-09-09 08_07_58.png;09_09_2018;08_07_58;54.036;0.128;12.735;18.598;15.855;89.025
2018-09-09 08_08_14.png;09_09_2018;08_08_14;54.958;0.131;12.643;18.614;15.788;88.912
2018-09-09 08_08_30.png;09_09_2018;08_08_30;55.679;0.092;12.709;18.625;15.794;88.782
2018-09-09 08_08_46.png;09_09_2018;08_08_46;56.598;0.153;12.659;18.578;15.832;89.125
2018-09-09 08_09_02.png;09_09_2018;08_09_02;57.061;0.115;12.653;18.539;15.832;89.146
2018-09-09 08_09_17.png;09_09_2018;08_09_17;57.552;0.124;12.741;18.588;15.824;88.86
2018-09-09 08_09_33.png;09_09_2018;08_09_33;57.99;0.81;12.609;18.516;15.839;88.79
2018-09-09 08_09_49.png;09_09_2018;08_09_49;58.257;0.083;12.723;18.577;15.873;88.874
2018-09-09 08_10_05.png;09_09_2018;08_10_05;58.519;0.103;12.841;18.6;15.869;89.075
2018-09-09 08_10_20.png;09_09_2018;08_10_20;58.811;0.068;12.769;18.619;15.899;89.008
2018-09-09 08_10_36.png;09_09_2018;08_10_36;59.097;0.102;12.904;18.619;15.883;88.291
